Add ID,Price,Location,Post Date,Bedrooms,Bathrooms,Land Size,Building Size
926201921,700000000.0,Serang,2024-09-25T02:04:36+0000,3,1,135,90
926199534,135000000.0,Serang,2024-09-25T00:34:26+0000,2,2,118,90
926178684,750000000.0,Serang,2024-09-24T08:45:23+0000,2,2,72,140
926177252,600000000.0,Cipocok Jaya,2024-09-24T08:16:09+0000,4,2,108,108
926165008,500000000.0,Serang,2024-09-24T04:14:05+0000,5,3,200,250
926151319,2000000000.0,Serang,2024-09-23T17:24:05+0000,5,5,216,220
926148593,180000000.0,Serang,2024-09-23T14:55:59+0000,2,1,84,36
926133897,1111111.0,Serang,2024-09-23T08:22:40+0000,2,1,60,30
926129506,1000000000.0,Serang,2024-09-23T06:49:10+0000,4,2,150,150
926122515,85000000.0,Serang Kota,2024-09-23T04:28:13+0000,2,1,80,36
926114656,360000000.0,Serang,2024-09-23T01:45:29+0000,2,2,60,120
926107734,400000000.0,Cipocok Jaya,2024-09-22T15:10:04+0000,4,2,100,160
926094134,350000000.0,Cipocok Jaya,2024-09-22T07:50:50+0000,2,2,80,72
926086340,485000000.0,Serang,2024-09-22T04:25:51+0000,2,2,200,60
926084167,220000000.0,Serang,2024-09-22T03:34:33+0000,2,1,72,54
926083080,500000000.0,Serang,2024-09-22T03:11:30+0000,4,2,172,172
926065324,1300000000.0,Serang,2024-09-21T11:00:42+0000,2,2,600,200
926064720,250000000.0,Serang,2024-09-21T10:43:33+0000,2,1,72,72
926060581,285000000.0,Cipocok Jaya,2024-09-21T08:55:18+0000,2,1,60,60
926051226,N/A,Walantaka,2024-09-21T05:23:51+0000,>10,>10,600,1200
926039935,85000000.0,Serang,2024-09-21T01:30:10+0000,2,1,60,30
926038001,450000000.0,Serang,2024-09-21T00:13:40+0000,2,2,90,90
926037487,880000000.0,Serang,2024-09-20T23:47:29+0000,2,1,221,60
926021556,1500000000.0,Serang,2024-09-20T10:30:24+0000,5,3,700,400
926012414,1500000000.0,Serang,2024-09-20T07:28:59+0000,3,2,126,70
926010845,450000000.0,Serang,2024-09-20T07:02:01+0000,2,1,79,36
925989571,1149898989.0,Serang,2024-09-19T16:02:01+0000,4,3,84,121
925970293,350000000.0,Serang,2024-09-19T07:29:10+0000,3,2,245,245
925934661,900000000.0,Cipocok Jaya,2024-09-18T10:50:19+0000,3,1,175,75
925924053,275000000.0,Cipocok Jaya,2024-09-18T06:53:51+0000,2,1,60,60
925918660,480000000.0,Cipocok Jaya,2024-09-18T05:08:23+0000,2,1,72,38
925916418,500000000.0,Serang,2024-09-18T04:25:25+0000,4,1,169,100
925915465,35000000.0,Serang,2024-09-18T04:07:23+0000,2,1,60,30
925905804,230000000.0,Serang,2024-09-17T23:41:36+0000,3,1,114,105
909815636,2800000000.0,Serang,2024-09-17T16:26:13+0000,4,4,96,161
925882152,100000000.0,Serang,2024-09-17T07:45:20+0000,1,1,60,36
925879564,250000000.0,Serang,2024-09-17T06:52:51+0000,2,1,72,60
871190605,725000000.0,Serang,2024-09-17T03:51:37+0000,4,2,216,100
925852313,150000000.0,Serang,2024-09-16T12:51:33+0000,1,1,72,72
925832372,1500000.0,Cipocok Jaya,2024-09-16T03:57:19+0000,4,1,250,200
925816880,350000000.0,Cipocok Jaya,2024-09-15T14:09:16+0000,2,1,72,54
925809454,65000000.0,Serang,2024-09-15T09:44:44+0000,2,1,60,60
925793313,140000000.0,Serang,2024-09-15T02:59:44+0000,2,2,72,55
925792145,270000000.0,Cipocok Jaya,2024-09-15T02:26:42+0000,2,1,84,84
925786175,45000000.0,Serang,2024-09-14T20:11:15+0000,2,1,60,27
925783714,1500000000.0,Cipocok Jaya,2024-09-14T15:59:02+0000,5,3,150,240
925764662,150000000.0,Serang,2024-09-14T06:39:18+0000,1,1,72,72
925764272,250000000.0,Cipocok Jaya,2024-09-14T06:31:32+0000,2,1,90,45
925752733,350000000.0,Cipocok Jaya,2024-09-14T02:51:15+0000,2,1,100,100
925750797,85000000.0,Serang,2024-09-14T02:06:53+0000,2,1,84,38
925738366,465000000.0,Serang,2024-09-13T13:52:50+0000,2,1,90,90
925737848,120000000.0,Serang,2024-09-13T13:38:01+0000,2,1,105,105
925733143,290000000.0,Serang,2024-09-13T11:09:30+0000,2,1,120,62
925707400,500000000.0,Cipocok Jaya,2024-09-13T02:17:16+0000,7,2,100,100
925694213,6000000000.0,Serang,2024-09-12T12:50:50+0000,4,3,133,133
925684079,255000000.0,Serang,2024-09-12T08:35:31+0000,2,1,72,72
925664382,200000000.0,Serang,2024-09-12T01:58:08+0000,2,2,89,107
925662685,550000000.0,Cipocok Jaya,2024-09-12T00:56:20+0000,4,2,72,100
925658011,290000000.0,Serang,2024-09-11T16:30:36+0000,1,1,241,38
925651715,500000000.0,Serang,2024-09-11T12:47:07+0000,7,2,100,100
925646562,295000000.0,Serang,2024-09-11T10:30:17+0000,3,2,62,62
925620354,65000000.0,Serang,2024-09-11T01:59:31+0000,2,1,60,36
925611701,600000000.0,Cipocok Jaya,2024-09-10T14:45:13+0000,3,1,120,39
925604758,650000000.0,Serang,2024-09-10T10:37:16+0000,3,1,170,191
925604355,900000000.0,Serang,2024-09-10T10:26:19+0000,3,2,200,200
925583918,2200000000.0,Serang,2024-09-10T03:25:06+0000,4,1,500,300
923664432,145000000.0,Serang,2024-09-09T07:04:16+0000,3,1,60,50
925553346,215000000.0,Cipocok Jaya,2024-09-09T06:56:44+0000,3,1,0,100
922993685,224000000.0,Serang,2024-09-09T06:38:22+0000,2,1,60,50
925550457,1100000000.0,Serang,2024-09-09T06:01:31+0000,3,2,114,66
925543770,200000000.0,Serang,2024-09-09T03:54:15+0000,3,2,60,120
925541253,65000000.0,Cipocok Jaya,2024-09-09T03:05:45+0000,2,1,60,30
922110824,890000000.0,Serang,2024-09-09T01:14:51+0000,3,2,195,75
925535516,2500000.0,Serang,2024-09-09T00:02:23+0000,1,1,72,36
925524074,450000000.0,Serang,2024-09-08T11:29:06+0000,2,1,90,70
919861258,2499000000.0,Serang,2024-09-08T11:23:34+0000,3,3,225,180
925506952,900000000.0,Serang,2024-09-08T03:46:33+0000,3,2,120,85
925490813,68000000.0,Serang,2024-09-07T12:55:52+0000,2,1,60,30
925488472,450000000.0,Cipocok Jaya,2024-09-07T11:49:44+0000,2,1,72,38
925471918,415000000.0,Serang,2024-09-07T05:03:04+0000,2,1,100,60
906002881,184000000.0,Cipocok Jaya,2024-09-07T04:42:25+0000,2,1,72,36
923570149,775000000.0,Cipocok Jaya,2024-09-07T02:27:38+0000,4,4,216,245
925449704,850000000.0,Serang,2024-09-06T13:06:44+0000,8,9,500,450
925448827,320000000.0,Serang,2024-09-06T12:40:07+0000,2,2,77,80
925434655,650000000.0,Serang,2024-09-06T07:13:35+0000,2,1,106,150
925429615,400000000.0,Cipocok Jaya,2024-09-06T05:44:58+0000,2,1,80,101
925423431,500000.0,Cipocok Jaya,2024-09-06T03:28:53+0000,2,1,60,20
925397431,750000000.0,Serang,2024-09-05T08:54:24+0000,3,1,152,50
925392591,650000000.0,Serang,2024-09-05T07:10:59+0000,4,3,90,170
925364989,1200000000.0,Serang,2024-09-04T13:23:04+0000,3,2,598,300
925345887,1275000000.0,Serang,2024-09-04T05:48:53+0000,4,1,117,117
925335013,50000000.0,Cipocok Jaya,2024-09-04T02:31:06+0000,2,2,72,60
925334742,325000000.0,Cipocok Jaya,2024-09-04T02:25:34+0000,2,1,84,60
925331898,220000000.0,Serang,2024-09-04T01:00:26+0000,2,1,69,69
925325969,700000000.0,Cipocok Jaya,2024-09-03T16:25:44+0000,3,3,144,120
925312333,300000000.0,Cipocok Jaya,2024-09-03T09:29:56+0000,2,1,60,60
925296308,420000000000.0,Serang,2024-09-03T04:22:30+0000,2,1,90,36
925277802,200000000.0,Serang,2024-09-02T14:07:23+0000,2,1,69,69
925267395,400000000.0,Serang,2024-09-02T09:24:02+0000,2,1,75,70
925229534,2000000000.0,Serang,2024-09-01T10:43:44+0000,4,3,112,125
922723056,1600000000.0,Serang,2024-09-01T07:23:42+0000,2,3,200,400
925218865,600000000.0,Cipocok Jaya,2024-09-01T05:54:30+0000,3,1,130,96
914966149,1300000000.0,Serang,2024-09-01T03:38:06+0000,10,10,497,300
925211066,250000000.0,Serang,2024-09-01T02:47:06+0000,2,2,76,61
925209732,300000000.0,Cipocok Jaya,2024-09-01T02:02:45+0000,2,1,72,36
923300879,160000000.0,Serang,2024-09-01T02:01:17+0000,2,1,60,50
925200903,1500000000.0,Serang,2024-08-31T14:57:14+0000,5,3,180,250
919701226,3500000.0,Serang,2024-08-31T07:30:14+0000,2,2,90,90
925183205,850000000.0,Serang,2024-08-31T06:30:03+0000,4,2,80,100
925181176,625000000.0,Serang,2024-08-31T05:43:17+0000,5,3,172,52
925179968,400000000.0,Serang,2024-08-31T05:19:54+0000,2,1,90,70
925175388,166000000.0,Cipocok Jaya,2024-08-31T03:51:41+0000,2,1,72,30
922852432,700000000.0,Serang,2024-08-30T23:04:08+0000,3,2,150,120
897105260,300000000.0,Serang,2024-08-25T01:53:11+0000,2,1,102,45
900527647,8500000.0,Cipocok Jaya,2024-08-21T02:16:58+0000,2,1,60,60
924501676,85000000.0,Cipocok Jaya,2024-08-14T13:18:36+0000,2,1,60,60
915325347,160000000.0,Serang,2024-08-07T06:53:09+0000,3,3,95,80
911300766,6000000000.0,Cipocok Jaya,2024-07-25T09:58:18+0000,>10,>10,2050,1200
919355674,1100000.0,Serang,2024-07-12T15:37:10+0000,7,7,515,220
920613513,155000000.0,Serang,2024-07-07T01:38:56+0000,2,1,72,60
826109705,599000000.0,Cipocok Jaya,2024-04-17T14:46:59+0000,3,2,113,90
919116720,375000000.0,Serang,2024-04-13T13:20:36+0000,4,4,198,120
915392850,250000000.0,Cipocok Jaya,2024-03-09T12:10:12+0000,2,2,75,70
910138272,220000000.0,Serang Kota,2024-03-05T05:04:32+0000,2,1,72,52
905539080,3000000000.0,Serang,2023-10-29T21:28:32+0000,2,2,220,119
904183814,195000000.0,Cipocok Jaya,2023-10-19T03:21:02+0000,2,1,72,72
900024998,450000000.0,Serang,2023-08-30T11:20:57+0000,2,1,105,36
925735459,185000000.0,Kramatwatu,2024-09-13T12:17:02+0000,2,2,75,60
926272348,110000000.0,Taktakan,2024-09-26T13:04:50+0000,2,1,72,36
927025537,390287289.0,Kasemen,2024-10-15T04:23:38+0000,3,1,90,45
927025371,412000099.0,Walantaka,2024-10-15T04:20:33+0000,3,1,90,44
927024594,402039000.0,Curug,2024-10-15T04:07:37+0000,3,1,90,49
926995672,75000000.0,Curug,2024-10-14T08:05:44+0000,2,1,60,60
926992573,400282009.0,Taktakan,2024-10-14T07:07:17+0000,3,1,92,48
926988927,423077890.0,Curug,2024-10-14T06:01:50+0000,3,1,92,48
926988550,400919289.0,Kasemen,2024-10-14T05:55:56+0000,3,1,91,45
921309201,1100000000.0,Taktakan,2024-10-13T10:04:56+0000,3,3,119,140
926939345,72000000.0,Cipocok Jaya,2024-10-13T02:34:54+0000,2,1,60,30
926903203,2800000.0,Walantaka,2024-10-12T03:46:29+0000,2,1,72,40
926870272,39000000.0,Kasemen,2024-10-11T07:27:07+0000,2,1,60,30
926863852,420000000.0,Kasemen,2024-10-11T05:23:49+0000,3,1,88,48
926863405,400027900.0,Curug,2024-10-11T05:12:11+0000,3,1,89,49
926842362,135000000.0,Taktakan,2024-10-10T12:31:12+0000,3,1,70,29
926814723,600000000.0,Kramatwatu,2024-10-10T02:50:48+0000,2,1,98,48
926797098,700000000.0,Taktakan,2024-10-09T11:49:01+0000,2,1,84,84
906992989,2000000000.0,Kramatwatu,2024-10-09T00:08:57+0000,3,3,180,185
926757495,450000000.0,Taktakan,2024-10-08T13:48:14+0000,2,1,96,96
926746937,1700000000.0,Kramatwatu,2024-10-08T08:57:15+0000,4,2,220,220
926730334,500000000.0,Ciruas,2024-10-08T03:43:08+0000,3,1,300,200
920537106,165000000.0,Walantaka,2024-10-07T07:21:35+0000,2,1,60,30
926693964,280000000.0,Walantaka,2024-10-07T05:42:32+0000,2,1,60,60
926691305,400012345.0,Walantaka,2024-10-07T04:44:31+0000,4,1,91,44
926689322,85000000.0,Curug,2024-10-07T04:08:26+0000,2,1,72,30
926687931,161000000.0,Walantaka,2024-10-07T03:41:56+0000,2,1,60,30
926686093,161000000.0,Walantaka,2024-10-07T03:07:09+0000,2,1,60,30
926634816,190000000.0,Walantaka,2024-10-05T12:05:12+0000,2,1,60,60
926623099,55000000.0,Kramatwatu,2024-10-05T06:51:36+0000,2,1,30,60
926539257,140000000.0,Taktakan,2024-10-03T06:53:44+0000,2,1,105,50
926534529,100000000.0,Ciruas,2024-10-03T05:19:31+0000,1,1,84,21
926512938,380000000.0,Walantaka,2024-10-02T13:24:35+0000,3,2,91,91
926486891,500000.0,Taktakan,2024-10-02T03:40:10+0000,2,1,60,36
926474482,230000000.0,Walantaka,2024-10-01T15:42:13+0000,2,1,72,60
923251789,175000000.0,Taktakan,2024-09-29T22:41:28+0000,2,1,70,36
926374109,97000000.0,Taktakan,2024-09-29T06:29:19+0000,1,1,110,35
926367605,280000000.0,Walantaka,2024-09-29T03:46:18+0000,3,1,80,60
926353337,350000000.0,Kramatwatu,2024-09-28T13:25:38+0000,3,3,60,60
926332771,2400000000.0,Kramatwatu,2024-09-28T04:19:53+0000,3,2,402,125
924203537,900000000.0,Kramatwatu,2024-09-26T13:02:03+0000,4,2,213,200
926242566,575000000.0,Taktakan,2024-09-26T01:15:00+0000,4,2,198,120
917750463,215000000.0,Taktakan,2024-09-25T12:34:16+0000,3,2,120,84
926172834,3000000000.0,Kramatwatu,2024-09-24T06:49:54+0000,5,5,271,450
926160759,400000000.0,Kramatwatu,2024-09-24T02:54:23+0000,2,1,104,85
926128659,325000000.0,Walantaka,2024-09-23T06:30:39+0000,2,1,80,36
924219254,170000000.0,Walantaka,2024-09-23T05:57:29+0000,2,1,60,60
926093754,93000000.0,Curug,2024-09-22T07:39:12+0000,2,1,36,60
926085184,570000000.0,Walantaka,2024-09-22T03:58:13+0000,3,2,60,100
926046891,98000000.0,Taktakan,2024-09-21T03:59:17+0000,2,1,60,30
926039222,N/A,Taktakan,2024-09-21T01:06:01+0000,2,1,60,30
881538290,425000000.0,Curug,2024-09-20T13:20:04+0000,2,2,150,150
926001559,125000000.0,Ciruas,2024-09-20T03:45:11+0000,2,1,60,45
925983840,166000000.0,Walantaka,2024-09-19T12:49:38+0000,2,1,60,30
925935621,1350000000.0,Kramatwatu,2024-09-18T11:18:11+0000,2,2,200,191
925911114,285000000.0,Taktakan,2024-09-18T02:39:11+0000,2,1,90,48
925873085,200000000.0,Walantaka,2024-09-17T04:43:40+0000,3,1,70,70
891170429,6660000000.0,Taktakan,2024-09-17T03:54:06+0000,8,7,1436,600
923583693,210000000.0,Ciruas,2024-09-17T02:23:36+0000,2,1,160,100
925855153,750000000.0,Taktakan,2024-09-16T14:29:22+0000,2,1,72,60
925848128,130000000.0,Walantaka,2024-09-16T10:37:00+0000,1,1,72,72
925827239,166000000.0,Curug,2024-09-16T01:56:30+0000,2,1,60,36
925800360,110000000.0,Kasemen,2024-09-15T05:43:19+0000,4,1,66,36
925780083,70.0,Walantaka,2024-09-14T13:29:46+0000,2,1,60,36
925744979,600000000.0,Walantaka,2024-09-13T20:35:09+0000,2,1,82,82
925736353,450000000.0,Taktakan,2024-09-13T12:45:12+0000,2,1,90,36
925735030,270000000.0,Taktakan,2024-09-13T12:04:15+0000,3,1,160,100
925730647,166000000.0,Curug,2024-09-13T10:09:22+0000,2,1,60,36
925668960,166000000.0,Walantaka,2024-09-12T03:45:22+0000,2,1,60,30
925653963,80000000.0,Kramatwatu,2024-09-11T13:52:09+0000,2,1,60,36
925641150,166000000.0,Walantaka,2024-09-11T08:33:21+0000,2,1,60,30
925613543,15000000.0,Ciruas,2024-09-10T16:15:00+0000,2,1,60,32
925602196,300000000.0,Kramatwatu,2024-09-10T09:32:41+0000,3,1,72,36
925588341,195000000.0,Kramatwatu,2024-09-10T04:46:07+0000,2,1,72,36
925585786,1000000.0,Waringin Kurung,2024-09-10T03:56:29+0000,2,1,60,30
925559727,420000000.0,Kramatwatu,2024-09-09T09:06:10+0000,3,1,120,80
925545133,160000000.0,Curug,2024-09-09T04:18:35+0000,2,1,60,30
925516350,302000000.0,Kramatwatu,2024-09-08T07:39:25+0000,2,1,72,47
921340941,124900000.0,Kasemen,2024-09-08T05:37:49+0000,2,1,60,36
925491305,1000000.0,Walantaka,2024-09-07T13:12:24+0000,4,2,120,120
925442024,500000000.0,Walantaka,2024-09-06T09:32:18+0000,2,1,200,100
925428479,600000000.0,Kramatwatu,2024-09-06T05:15:41+0000,3,2,204,150
925426554,85000000.0,Kasemen,2024-09-06T04:31:32+0000,2,1,60,30
925407141,36000000.0,Walantaka,2024-09-05T13:16:39+0000,2,1,0,0
925402465,1000000.0,Taktakan,2024-09-05T10:53:26+0000,2,1,100,175
925372676,30000000.0,Walantaka,2024-09-04T22:29:39+0000,2,1,36,80
925355837,350000000.0,Kramatwatu,2024-09-04T09:16:42+0000,3,2,60,120
912225331,630000000.0,Kramatwatu,2024-09-03T14:00:41+0000,2,1,144,51
925302736,70000000.0,Ciruas,2024-09-03T06:21:23+0000,2,1,60,36
925299902,450000000.0,Kramatwatu,2024-09-03T05:26:34+0000,2,1,108,36
925238133,85000000.0,Ciruas,2024-09-01T15:50:26+0000,2,1,60,21
925218833,250000000.0,Ciruas,2024-09-01T05:53:53+0000,1,1,84,84
925217498,550000000.0,Walantaka,2024-09-01T05:22:43+0000,1,1,90,90
925175545,185000000.0,Walantaka,2024-08-31T03:55:22+0000,2,1,60,36
922390657,950000000.0,Kramatwatu,2024-08-18T07:08:24+0000,3,2,114,114
921301625,300000000.0,Taktakan,2024-07-26T11:44:18+0000,3,2,60,21
923037755,500000000.0,Walantaka,2024-07-12T00:21:02+0000,2,1,105,34
922200520,350000000.0,Curug,2024-06-22T18:42:22+0000,3,3,150,150
914787149,285000000.0,Taktakan,2024-01-10T02:54:57+0000,1,1,660,152
904148408,783000000.0,Kramatwatu,2023-08-12T03:09:33+0000,2,1,72,40
898982685,800000000.0,Kasemen,2023-08-05T05:10:05+0000,3,1,320,150
921514710,625000000.0,Bojonegara,2024-10-15T07:25:21+0000,2,1,90,75
927020133,450000000.0,Waringin Kurung,2024-10-15T02:24:54+0000,2,1,120,75
927013103,400000000.0,Baros,2024-10-14T16:11:24+0000,2,2,258,120
918523129,485000000.0,Cibeber,2024-10-14T08:44:47+0000,2,1,84,42
926985182,1300000000.0,Gerogol,2024-10-14T04:50:46+0000,4,2,200,350
925095420,800000000.0,Purwakarta,2024-10-14T00:32:40+0000,3,3,112,160
925100237,2000000000.0,Cilegon,2024-10-14T00:32:25+0000,5,5,490,373
907462143,170000000.0,Gerogol,2024-10-13T08:59:08+0000,2,1,60,46
926885900,350000000.0,Cibeber,2024-10-11T14:04:32+0000,2,1,120,80
926868688,1200000000.0,Purwakarta,2024-10-11T06:58:27+0000,2,2,130,120
926852804,1000000000.0,Cilegon,2024-10-11T00:53:46+0000,4,3,90,160
926819341,450000000.0,Cilegon,2024-10-10T04:16:30+0000,2,2,120,100
926785210,2000000.0,Cilegon,2024-10-09T07:28:35+0000,2,1,65,38
926778479,110000000.0,Cibeber,2024-10-09T05:26:11+0000,3,1,72,72
926775482,350000000.0,Waringin Kurung,2024-10-09T04:26:57+0000,2,1,130,80
926757480,90000000.0,Citangkil,2024-10-08T13:47:52+0000,2,1,00,00
926702050,260000000.0,Waringin Kurung,2024-10-07T08:31:59+0000,2,1,30,30
926696856,87000000.0,Cilegon,2024-10-07T06:42:54+0000,2,1,63,27
923535841,4500000000.0,Kibin,2024-10-07T02:05:11+0000,9,3,494,400
926674622,370000000.0,Cilegon,2024-10-06T14:16:12+0000,3,2,112,60
926660270,27000000.0,Kragilan,2024-10-06T06:36:10+0000,2,1,60,60
926615402,500000004.0,Pabuaran,2024-10-05T04:11:29+0000,3,1,90,39
926593419,400000000.0,Kragilan,2024-10-04T11:45:18+0000,2,1,90,45
926566419,500000000.0,Citangkil,2024-10-04T02:02:11+0000,3,2,120,60
923899891,1200000.0,Cilegon,2024-10-03T11:31:17+0000,2,1,100,100
926548549,800000000.0,Cilegon,2024-10-03T10:09:30+0000,3,1,300,200
926532094,250000000.0,Karang Tanjung,2024-10-03T04:35:22+0000,2,2,80,54
926520239,370000000.0,Purwakarta,2024-10-02T21:39:43+0000,2,1,72,72
926517660,600000000.0,Jombang,2024-10-02T16:31:37+0000,4,2,115,180
922466631,699000000.0,Gerogol,2024-10-02T13:26:19+0000,2,2,128,75
926512428,150000000.0,Kragilan,2024-10-02T13:08:20+0000,2,1,60,60
917285241,450000000.0,Citangkil,2024-10-02T01:59:59+0000,3,1,304,190
926441156,330000000.0,Purwakarta,2024-10-01T02:38:21+0000,2,1,72,36
926419328,850000000.0,Cilegon,2024-09-30T09:41:40+0000,3,2,108,100
926417339,550000000.0,Kragilan,2024-09-30T08:54:47+0000,4,3,90,90
926388981,400000000.0,Cibeber,2024-09-29T14:56:11+0000,4,2,305,305
926385387,425000000.0,Cibeber,2024-09-29T12:27:55+0000,2,1,84,65
926381163,850000000.0,Citangkil,2024-09-29T10:00:10+0000,3,2,108,108
926380883,365.0,Jombang,2024-09-29T09:49:38+0000,2,1,72,72
926376321,550000000.0,Cilegon,2024-09-29T07:27:34+0000,3,1,132,90
926371933,545450000.0,Cibeber,2024-09-29T05:30:20+0000,3,1,112,92
926368955,750000000.0,Cibeber,2024-09-29T04:16:57+0000,3,2,80,160
923250237,285000000.0,Cilegon,2024-09-28T09:39:29+0000,2,1,60,60
926332130,650000000.0,Cibeber,2024-09-28T04:08:10+0000,3,3,165,125
926306677,650000000.0,Cibeber,2024-09-27T10:04:47+0000,2,1,149,54
926272358,166000000.0,Kragilan,2024-09-26T13:05:05+0000,2,1,60,30
924201858,900000000.0,Cilegon,2024-09-26T13:01:45+0000,2,1,72,72
908409322,535000000.0,Cibeber,2024-09-26T02:03:24+0000,2,1,84,58
926225018,250000000.0,Cilegon,2024-09-25T10:16:09+0000,2,1,100,100
926212867,500000000.0,Cadasari,2024-09-25T05:32:57+0000,3,1,243,150
925294804,750000000.0,Gerogol,2024-09-25T00:14:56+0000,3,2,120,120
926195427,600000000.0,Cilegon,2024-09-24T17:09:42+0000,2,2,78,78
926191618,80000000.0,Kragilan,2024-09-24T14:18:58+0000,2,2,60,30
926191340,1000000.0,Waringin Kurung,2024-09-24T14:10:13+0000,2,1,60,30
926168836,290000000.0,Cilegon,2024-09-24T05:28:35+0000,2,1,60,45
926163238,300000000.0,Kragilan,2024-09-24T03:42:22+0000,2,1,60,35
926156009,200000000.0,Cilegon,2024-09-24T00:44:56+0000,2,1,60,36
926099675,475000000.0,Purwakarta,2024-09-22T10:34:00+0000,2,1,72,45
926097800,500000000.0,Petir,2024-09-22T09:36:50+0000,3,2,194,194
926093142,850000000.0,Cibeber,2024-09-22T07:21:00+0000,2,1,105,131
926077057,770000000.0,Cilegon,2024-09-21T23:14:17+0000,2,2,104,104
926065260,350000000.0,Citangkil,2024-09-21T10:58:37+0000,2,1,120,90
926048790,3100000000.0,Cilegon,2024-09-21T04:31:54+0000,3,3,250,140
926048662,975000000.0,Cilegon,2024-09-21T04:29:51+0000,3,1,210,72
926044826,165958000.0,Cilegon,2024-09-21T03:22:33+0000,2,1,64,33
926028102,800000000.0,Citangkil,2024-09-20T13:34:19+0000,10,8,228,152
926027301,260000000.0,Waringin Kurung,2024-09-20T13:08:44+0000,2,1,100,36
919491561,450000000.0,Citangkil,2024-09-20T00:00:15+0000,3,1,304,190
925975469,430000000.0,Cilegon,2024-09-19T09:08:23+0000,2,1,70,90
920707455,245000000.0,Jombang,2024-09-19T07:30:03+0000,3,1,95,104
925941901,600000000.0,Waringin Kurung,2024-09-18T14:32:31+0000,3,2,72,72
925941322,370000000.0,Cibeber,2024-09-18T14:13:16+0000,3,1,84,50
925937266,425000000.0,Cilegon,2024-09-18T12:09:51+0000,2,1,88,38
925919619,200000000.0,Kragilan,2024-09-18T05:26:12+0000,1,2,112,36
924043753,950000000.0,Purwakarta,2024-09-18T04:22:36+0000,4,3,200,129
901477077,800000000.0,Waringin Kurung,2024-09-17T11:15:20+0000,2,2,130,111
925888745,1000000000.0,Cibeber,2024-09-17T09:56:49+0000,5,3,91,210
925867076,550000000.0,Cilegon,2024-09-17T02:46:54+0000,2,1,105,65
925838495,100000000.0,Kragilan,2024-09-16T06:12:53+0000,2,1,60,22
925829324,700000000.0,Citangkil,2024-09-16T02:50:30+0000,4,3,107,200
925827987,620000000.0,Cibeber,2024-09-16T02:18:55+0000,4,3,60,120
925825360,2280900000.0,Kibin,2024-09-16T00:52:01+0000,3,3,866,863
925814603,65000000.0,Cilegon,2024-09-15T12:37:19+0000,4,4,200,165
917716074,200000000.0,Waringin Kurung,2024-09-15T08:57:41+0000,3,1,65,45
925782981,799000000.0,Cilegon Kota,2024-09-14T15:24:38+0000,4,3,200,240
925778193,1368000000.0,Jombang,2024-09-14T12:18:16+0000,3,2,534,163
925778109,835000000.0,Cibeber,2024-09-14T12:15:15+0000,1,1,133,112
925775446,600000000.0,Bojonegara,2024-09-14T10:59:26+0000,2,1,90,80
925735311,1096000000.0,Cilegon,2024-09-13T12:12:36+0000,3,3,80,89
925709715,375000000.0,Citangkil,2024-09-13T03:04:35+0000,2,1,180,110
925673544,750000000.0,Cilegon,2024-09-12T05:12:30+0000,2,1,144,70
923506554,1400000000.0,Gerogol,2024-09-11T11:45:57+0000,3,2,112,116
925621905,180000000.0,Waringin Kurung,2024-09-11T02:36:29+0000,2,2,43,60
902222595,1200000000.0,Cilegon,2024-09-10T14:06:46+0000,5,3,180,300
925607435,380.0,Pontang,2024-09-10T11:54:05+0000,3,3,350,280
925587202,190000000.0,Gerogol,2024-09-10T04:22:59+0000,2,1,60,22
873227423,1495000000.0,Citangkil,2024-09-09T16:17:39+0000,7,3,500,500
925571762,550000000.0,Cibeber,2024-09-09T15:16:03+0000,2,2,147,80
925569789,625000000.0,Cilegon,2024-09-09T13:59:42+0000,2,1,90,48
925549720,110000000.0,Waringin Kurung,2024-09-09T05:45:20+0000,1,1,6,75
925546166,250000000.0,Cilegon,2024-09-09T04:37:37+0000,2,1,60,30
883980391,450000000.0,Pasar Kemis,2024-05-16T23:55:30+0000,2,1,114,114
919425335,650000000.0,Legok,2024-10-04T02:12:28+0000,2,1,72,72
911249576,1850000000.0,Gading Serpong,2024-09-06T05:10:55+0000,2,2,80,80
926817094,2700000000.0,Kelapa Dua,2024-10-10T03:37:37+0000,4,3,126,250
924850460,270000000.0,Parung Panjang,2024-10-09T08:04:00+0000,2,1,70,45
883850360,16500000.0,Cikupa,2024-08-25T06:22:22+0000,2,1,84,41
926282180,310000000.0,Periuk,2024-09-27T00:13:52+0000,2,1,72,36
926102649,45000000.0,Parung Panjang,2024-09-22T12:05:53+0000,2,1,72,36
926340146,1700000000.0,Karawaci,2024-09-28T06:49:01+0000,5,2,228,262
924961506,3400000000.0,Karawaci,2024-08-26T01:50:44+0000,5,4,135,180
915778035,279000000.0,Parung Panjang,2024-06-17T00:18:55+0000,2,1,60,27
924266704,6500000000.0,Cikupa,2024-09-24T03:40:41+0000,4,4,1500,800
921401745,160000000.0,Parung Panjang,2024-08-19T03:30:20+0000,2,1,72,36
925203282,160000000.0,Pagedangan,2024-08-31T17:05:43+0000,2,1,72,72
923479588,281158320.0,Rajeg,2024-09-27T23:30:33+0000,2,1,60,28
925599533,150000000.0,Pagedangan,2024-09-13T03:58:28+0000,3,2,150,90
922666967,850000000.0,Legok,2024-09-10T06:29:41+0000,2,1,41,50
